"n";"anno";"genere";"eta";"peso";"altezza";"dipsci";"dipcla";"diptec";"dipalt";"componenti";"occhiali";"fumo";"diploma"
1124;1991;1;21,70;52,00;167;0;0;1;0;4;1;0;"     tec"
1125;1991;1;19,20;57,00;160;1;0;0;0;5;1;0;"     sci"
1126;1991;1;21,90;75,00;168;0;0;0;1;4;0;0;"     alt"
1127;1991;1;23,90;60,00;173;0;0;1;0;3;0;0;"     tec"
1128;1991;1;24,00;50,00;165;0;0;1;0;4;0;0;"     tec"
1129;1991;1;20,20;51,00;155;0;0;1;0;4;1;0;"     tec"
1130;1991;1;20,90;47,00;155;0;0;1;0;7;0;0;"     tec"
1131;1991;1;20,30;54,00;170;0;0;1;0;5;1;1;"     tec"
1132;1991;1;25,00;57,00;167;0;0;1;0;3;0;1;"     tec"
1133;1991;1;19,10;58,00;166;0;0;1;0;4;0;0;"     tec"
1134;1991;1;20,80;60,00;165;1;0;0;0;6;1;0;"     sci"
1135;1991;1;21,30;50,00;155;0;0;0;1;8;0;0;"     alt"
1136;1991;1;19,30;52,00;160;1;0;0;0;5;0;0;"     sci"
1137;1991;1;22,00;70,00;165;0;0;1;0;4;0;0;"     tec"
1138;1991;1;20,30;60,00;168;0;0;1;0;5;0;0;"     tec"
1139;1991;1;19,40;66,00;166;0;1;0;0;4;0;0;"     cla"
1140;1991;1;19,20;60,00;173;0;1;0;0;4;1;0;"     cla"
1141;1991;1;19,60;54,00;164;0;0;0;1;4;1;0;"     alt"
1142;1991;1;21,00;58,00;162;0;0;0;1;4;1;0;"     alt"
1143;1991;1;20,80;55,00;167;1;0;0;0;6;0;0;"     sci"
1144;1991;1;19,20;51,00;168;0;0;0;1;4;0;0;"     alt"
1145;1991;1;19,30;62,00;162;0;0;1;0;4;1;0;"     tec"
1146;1991;1;21,10;65,00;165;0;1;0;0;6;0;1;"     cla"
1147;1991;1;19,70;60,00;160;0;1;0;0;4;0;0;"     cla"
1148;1991;1;20,70;54,00;166;0;1;0;0;7;1;0;"     cla"
1149;1991;1;20,80;60,00;166;0;0;1;0;3;0;0;"     tec"
1150;1991;1;20,80;60,00;163;1;0;0;0;4;0;0;"     sci"
1151;1991;1;20,90;57,00;165;0;0;1;0;4;1;0;"     tec"
1152;1991;1;24,70;59,00;165;1;0;0;0;4;1;1;"     sci"
1153;1991;1;20,40;67,00;170;0;1;0;0;4;0;1;"     cla"
1154;1991;1;21,50;52,00;160;0;0;0;1;4;1;0;"     alt"
1155;1991;1;19,50;50,00;157;0;1;0;0;5;1;0;"     cla"
1156;1991;1;19,30;60,00;160;0;1;0;0;6;1;0;"     cla"
1157;1991;1;21,60;48,00;158;0;1;0;0;4;1;0;"     cla"
1158;1991;1;19,20;50,00;165;0;1;0;0;4;0;1;"     cla"
1159;1991;1;21,10;50,00;163;0;1;0;0;4;0;0;"     cla"
1160;1991;1;21,40;48,00;155;0;1;0;0;5;1;1;"     cla"
1161;1991;1;20,40;68,00;173;0;1;0;0;4;1;0;"     cla"
1162;1991;1;20,80;72,00;158;0;1;0;0;5;0;0;"     cla"
1163;1991;1;19,90;59,00;166;0;0;0;1;4;1;0;"     alt"
1164;1991;1;19,80;63,00;175;0;0;0;1;5;1;0;"     alt"
1165;1991;1;20,40;63,00;163;0;0;0;1;4;0;0;"     alt"
1166;1991;1;20,70;50,00;160;0;0;1;0;5;0;0;"     tec"
1167;1991;1;19,20;53,00;153;0;1;0;0;3;0;0;"     cla"
1168;1991;1;20,80;70,00;164;0;1;0;0;5;0;0;"     cla"
1169;1991;1;23,90;57,00;165;0;0;1;0;5;0;0;"     tec"
1170;1991;1;21,50;48,00;156;0;0;1;0;6;1;0;"     tec"
1171;1991;1;22,80;55,00;155;0;1;0;0;5;0;0;"     cla"
1172;1991;1;30,80;60,00;171;0;0;1;0;3;0;0;"     tec"
1173;1991;1;21,30;50,00;168;0;0;1;0;3;0;0;"     tec"
1174;1991;1;21,70;45,00;160;1;0;0;0;5;1;0;"     sci"
1175;1991;1;20,10;66,00;165;0;0;1;0;4;1;0;"     tec"
1176;1991;1;20,30;55,00;165;0;1;0;0;5;0;1;"     cla"
1177;1991;1;19,80;67,00;175;0;1;0;0;3;1;0;"     cla"
1178;1991;1;24,10;52,00;158;0;0;1;0;6;0;0;"     tec"
1179;1991;1;20,60;55,00;160;1;0;0;0;5;1;0;"     sci"
1180;1991;1;20,30;55,00;163;0;0;1;0;6;1;0;"     tec"
1181;1991;1;21,80;61,00;170;0;0;1;0;5;1;0;"     tec"
1182;1991;1;20,80;67,00;175;0;0;1;0;4;1;1;"     tec"
1183;1991;1;21,10;53,00;156;0;0;1;0;5;0;0;"     tec"
1184;1991;1;19,70;64,00;165;0;1;0;0;5;1;1;"     cla"
1185;1991;1;20,80;54,00;158;0;0;0;1;5;1;1;"     alt"
1186;1991;1;20,10;64,00;167;0;1;0;0;4;0;0;"     cla"
1187;1991;1;20,40;67,00;170;0;1;0;0;5;0;0;"     cla"
1188;1991;1;22,80;70,00;155;0;1;0;0;2;1;0;"     cla"
1189;1991;1;19,20;60,00;174;0;0;0;1;3;1;0;"     alt"
1190;1991;1;19,20;57,20;168;0;1;0;0;5;1;0;"     cla"
1191;1991;1;22,80;62,00;169;0;0;1;0;4;0;0;"     tec"
1192;1991;1;20,50;69,00;171;1;0;0;0;3;0;0;"     sci"
1193;1991;1;20,80;58,00;160;1;0;0;0;4;0;0;"     sci"
1194;1991;1;19,40;63,00;169;1;0;0;0;5;0;0;"     sci"
1195;1991;1;20,80;57,00;168;0;1;0;0;4;0;0;"     cla"
1196;1991;1;21,80;57,00;164;0;0;0;1;5;0;0;"     alt"
1197;1991;1;20,20;58,00;168;0;0;1;0;3;0;0;"     tec"
1198;1991;1;19,60;61,00;165;1;0;0;0;5;1;0;"     sci"
1199;1991;1;20,70;58,00;166;0;1;0;0;6;1;0;"     cla"
1200;1991;1;20,80;50,00;165;1;0;0;0;4;1;0;"     sci"
1201;1991;1;20,70;52,00;168;1;0;0;0;5;1;0;"     sci"
1202;1991;1;22,70;44,00;158;0;1;0;0;3;1;1;"     cla"
1203;1991;1;19,10;45,00;160;0;1;0;0;4;0;1;"     cla"
1204;1991;1;19,50;54,00;158;0;1;0;0;5;0;0;"     cla"
1205;1991;1;22,70;69,00;168;1;0;0;0;5;1;0;"     sci"
1206;1991;1;19,50;50,00;162;0;1;0;0;5;0;0;"     cla"
1207;1991;1;22,80;58,00;170;0;0;1;0;5;1;0;"     tec"
1208;1991;1;20,20;65,00;171;0;1;0;0;4;0;0;"     cla"
1209;1991;1;19,50;50,00;160;0;1;0;0;3;0;0;"     cla"
1210;1991;1;23,20;60,00;162;0;0;1;0;2;0;0;"     tec"
1211;1991;1;21,90;48,00;162;0;0;1;0;4;1;0;"     tec"
1212;1991;1;19,30;68,00;160;1;0;0;0;5;1;1;"     sci"
1213;1991;1;19,40;65,00;169;0;1;0;0;2;1;0;"     cla"
1214;1991;1;22,70;55,00;169;1;0;0;0;4;1;0;"     sci"
1215;1991;1;21,30;52,00;164;0;0;1;0;5;0;0;"     tec"
1216;1991;1;20,90;64,00;171;0;0;1;0;7;1;0;"     tec"
1217;1991;1;22,30;58,00;169;1;0;0;0;5;0;0;"     sci"
1218;1991;1;19,70;49,00;174;0;0;0;1;4;0;1;"     alt"
1219;1991;1;19,20;60,00;166;0;0;0;1;5;0;0;"     alt"
1220;1991;1;20,60;47,00;155;0;0;0;1;4;1;1;"     alt"
1221;1991;1;20,30;74,00;174;0;1;0;0;3;1;0;"     cla"
1222;1991;1;21,60;52,00;173;1;0;0;0;4;1;0;"     sci"
1223;1991;1;24,90;58,00;164;1;0;0;0;4;1;0;"     sci"
1224;1991;1;21,50;70,00;174;0;1;0;0;4;0;0;"     cla"
1225;1991;1;20,20;46,00;155;0;0;0;1;4;0;0;"     alt"
1226;1991;1;20,10;48,00;167;1;0;0;0;6;0;0;"     sci"
1227;1991;1;19,80;60,00;161;0;0;1;0;4;0;1;"     tec"
1228;1991;1;19,10;57,00;172;0;1;0;0;3;0;0;"     cla"
1229;1991;1;20,90;56,00;170;0;0;0;1;5;1;1;"     alt"
1230;1991;1;19,70;51,00;161;0;1;0;0;5;1;1;"     cla"
1231;1991;1;20,40;67,00;170;0;0;0;1;4;1;0;"     alt"
1232;1991;1;21,70;57,00;160;0;1;0;0;5;1;1;"     cla"
1233;1991;1;22,60;48,00;160;1;0;0;0;3;0;0;"     sci"
1234;1991;1;20,90;57,00;170;0;1;0;0;7;1;0;"     cla"
1235;1991;1;20,10;56,00;167;0;1;0;0;5;1;0;"     cla"
1236;1991;1;35,50;60,00;156;0;0;1;0;4;1;0;"     tec"
1237;1991;1;20,60;53,00;160;1;0;0;0;6;0;0;"     sci"
1238;1991;1;19,60;57,00;162;0;0;1;0;5;0;0;"     tec"
1239;1991;1;20,30;49,00;155;1;0;0;0;5;0;0;"     sci"
1240;1991;1;20,20;50,00;160;0;0;1;0;5;1;0;"     tec"
1241;1991;1;20,60;52,00;160;0;1;0;0;5;0;0;"     cla"
1242;1991;1;23,80;70,00;176;0;0;1;0;5;0;1;"     tec"
1243;1991;1;20,50;70,00;175;0;0;1;0;5;1;0;"     tec"
1244;1991;1;23,00;65,00;173;0;0;1;0;4;1;0;"     tec"
1245;1991;1;20,60;47,00;154;0;0;1;0;6;0;0;"     tec"
1246;1991;1;20,70;53,00;160;0;0;0;1;5;1;0;"     alt"
1247;1991;1;24,50;45,00;168;0;1;0;0;2;0;1;"     cla"
1248;1991;1;25,20;50,00;165;0;0;1;0;4;0;1;"     tec"
1249;1991;1;26,70;56,00;168;0;1;0;0;2;1;1;"     cla"
1250;1991;1;19,20;50,00;170;0;0;1;0;2;0;1;"     tec"
1251;1991;1;19,50;50,00;160;0;1;0;0;5;0;1;"     cla"
1252;1991;1;20,30;74,00;167;0;0;1;0;5;1;0;"     tec"
1253;1991;1;20,30;50,00;160;0;1;0;0;5;0;0;"     cla"
1254;1991;1;21,50;55,00;163;0;0;1;0;1;1;0;"     tec"
1255;1991;1;19,70;47,00;160;1;0;0;0;5;1;0;"     sci"
1256;1991;1;20,70;50,00;165;1;0;0;0;6;1;0;"     sci"
1257;1991;1;19,10;70,00;177;1;0;0;0;5;0;0;"     sci"
1258;1991;1;19,30;50,00;167;0;0;1;0;3;0;0;"     tec"
1259;1991;1;23,20;50,00;155;1;0;0;0;4;0;0;"     sci"
1260;1991;1;21,00;55,00;167;0;1;0;0;5;0;1;"     cla"
1261;1991;1;20,80;54,00;158;0;1;0;0;5;0;1;"     cla"
1262;1991;1;21,10;53,00;160;0;0;1;0;5;1;0;"     tec"
1263;1991;1;21,00;53,00;168;0;0;0;1;4;0;1;"     alt"
1264;1991;1;24,70;50,00;167;1;0;0;0;4;1;1;"     sci"
1265;1991;1;25,70;51,00;160;0;0;0;1;3;0;0;"     alt"
1266;1991;1;21,00;55,00;166;1;0;0;0;4;1;1;"     sci"
1267;1991;1;20,50;60,00;170;0;0;1;0;6;0;1;"     tec"
1268;1991;1;20,70;60,00;170;0;0;0;1;5;1;0;"     alt"
1269;1991;1;19,20;49,00;160;0;0;1;0;5;0;0;"     tec"
1270;1991;1;21,00;58,00;167;0;1;0;0;5;0;0;"     cla"
1271;1991;1;21,30;58,00;163;1;0;0;0;5;1;0;"     sci"
1272;1991;1;19,10;67,00;167;0;0;0;1;5;0;0;"     alt"
1273;1991;1;20,30;51,00;158;0;1;0;0;4;1;1;"     cla"
1274;1991;1;19,60;60,00;173;1;0;0;0;4;0;1;"     sci"
1275;1991;1;54,20;67,00;160;0;0;1;0;4;1;0;"     tec"
1276;1991;1;22,10;71,00;160;0;0;1;0;5;1;0;"     tec"
1277;1991;0;25,10;80,00;180;0;1;0;0;3;1;0;"     cla"
1278;1991;0;22,50;75,00;178;0;0;0;1;4;1;0;"     alt"
1279;1991;0;20,90;76,00;174;0;1;0;0;6;0;0;"     cla"
1280;1991;0;22,60;63,00;175;0;0;1;0;4;0;0;"     tec"
1281;1991;0;19,90;70,00;185;0;0;1;0;5;0;0;"     tec"
1282;1991;0;23,00;64,00;169;0;0;1;0;3;0;0;"     tec"
1283;1991;0;28,50;68,00;169;0;0;1;0;3;1;0;"     tec"
1284;1991;0;25,70;62,00;170;0;1;0;0;4;1;0;"     cla"
1285;1991;0;23,20;70,00;178;1;0;0;0;4;0;0;"     sci"
1286;1991;0;20,20;76,00;169;0;0;0;1;4;0;0;"     alt"
1287;1991;0;20,70;74,00;175;0;0;1;0;6;1;0;"     tec"
1288;1991;0;21,80;54,00;167;0;0;1;0;5;1;0;"     tec"
1289;1991;0;21,00;72,00;181;0;0;1;0;4;1;0;"     tec"
1290;1991;0;19,40;71,00;168;1;0;0;0;3;1;0;"     sci"
1291;1991;0;23,00;95,00;181;0;1;0;0;3;0;0;"     cla"
1292;1991;0;21,40;63,00;166;0;0;1;0;5;1;0;"     tec"
1293;1991;0;22,60;70,00;178;0;0;1;0;5;1;0;"     tec"
1294;1991;0;20,60;74,00;177;1;0;0;0;5;1;0;"     sci"
1295;1991;0;21,10;79,00;185;0;0;1;0;4;1;0;"     tec"
1296;1991;0;22,60;94,00;183;0;1;0;0;8;1;0;"     cla"
1297;1991;0;38,60;60,00;174;0;0;1;0;4;0;0;"     tec"
1298;1991;0;23,20;56,00;170;0;1;0;0;4;1;0;"     cla"
1299;1991;0;20,40;82,00;181;0;0;1;0;4;1;0;"     tec"
1300;1991;0;19,80;48,00;165;0;1;0;0;6;1;0;"     cla"
1301;1991;0;19,50;75,00;173;1;0;0;0;3;1;0;"     sci"
1302;1991;0;21,00;72,00;178;0;0;1;0;4;1;1;"     tec"
1303;1991;0;24,90;85,00;178;0;1;0;0;8;1;0;"     cla"
1304;1991;0;21,70;78,00;176;1;0;0;0;3;0;0;"     sci"
1305;1991;0;19,10;78,00;180;1;0;0;0;6;0;0;"     sci"
1306;1991;0;19,10;62,00;176;1;0;0;0;4;0;0;"     sci"
1307;1991;0;20,80;102,00;187;1;0;0;0;5;1;1;"     sci"
1308;1991;0;19,40;78,00;180;1;0;0;0;4;0;0;"     sci"
1309;1991;0;19,10;71,00;181;1;0;0;0;5;1;0;"     sci"
1310;1991;0;23,60;70,00;177;0;0;1;0;4;1;1;"     tec"
1311;1991;0;21,00;76,00;180;0;0;0;1;4;0;0;"     alt"
1312;1991;0;19,30;68,00;177;0;0;1;0;5;0;1;"     tec"
1313;1991;0;49,10;82,00;170;0;0;1;0;4;1;0;"     tec"
1314;1991;0;21,30;92,00;186;1;0;0;0;5;0;0;"     sci"
1315;1991;0;24,50;84,00;187;1;0;0;0;4;1;0;"     sci"
1316;1991;0;24,90;85,00;185;0;0;1;0;4;0;0;"     tec"
1317;1991;0;19,70;77,00;180;1;0;0;0;5;0;0;"     sci"
1318;1991;0;19,30;65,00;172;0;0;1;0;4;1;0;"     tec"
1319;1991;0;49,80;72,00;172;0;0;1;0;4;1;0;"     tec"
1320;1991;0;22,00;67,00;175;0;0;1;0;7;0;0;"     tec"
1321;1991;0;19,20;72,00;175;0;0;1;0;6;1;0;"     tec"
1322;1991;0;20,80;60,00;163;1;0;0;0;4;0;0;"     sci"
1323;1991;0;25,20;77,00;181;0;0;1;0;4;0;0;"     tec"
1324;1991;0;20,10;70,00;187;0;1;0;0;5;1;0;"     cla"
1325;1991;0;19,20;72,00;180;0;1;0;0;6;0;0;"     cla"
1326;1991;0;33,10;90,00;175;0;0;1;0;1;0;0;"     tec"
1327;1991;0;21,80;80,00;179;0;0;1;0;6;1;0;"     tec"
1328;1991;0;25,70;70,00;174;0;0;1;0;4;1;0;"     tec"
1329;1991;0;41,80;72,00;160;0;0;1;0;4;0;1;"     tec"
1330;1991;0;20,40;80,00;178;0;0;1;0;4;0;0;"     tec"
1331;1991;0;22,20;67,00;180;0;0;1;0;4;1;0;"     tec"
1332;1991;0;20,70;73,00;166;0;0;1;0;4;0;0;"     tec"
1333;1991;0;20,80;78,00;187;0;0;1;0;5;1;0;"     tec"
1334;1991;0;20,40;74,00;178;1;0;0;0;5;0;0;"     sci"
1335;1991;0;21,90;80,00;178;0;0;1;0;5;0;0;"     tec"
1336;1991;0;19,20;68,00;169;0;0;1;0;4;1;0;"     tec"
1337;1991;0;22,30;88,00;179;1;0;0;0;5;0;0;"     sci"
1338;1991;0;23,10;70,00;173;0;0;1;0;4;0;1;"     tec"
1339;1991;0;23,50;114,00;183;0;0;1;0;6;0;1;"     tec"
1340;1991;0;19,30;81,00;184;0;0;1;0;3;1;0;"     tec"
1341;1991;0;21,50;70,00;168;0;1;0;0;5;0;0;"     cla"
1342;1991;0;24,20;78,00;180;1;0;0;0;5;0;0;"     sci"
1343;1991;0;20,40;68,00;181;0;0;1;0;4;0;0;"     tec"
1344;1991;0;20,60;71,00;183;0;1;0;0;4;1;0;"     cla"
1345;1991;0;20,10;85,00;182;1;0;0;0;4;0;0;"     sci"
1346;1991;0;21,50;75,00;180;0;0;1;0;5;1;0;"     tec"
1347;1991;0;21,20;69,00;182;0;1;0;0;6;0;1;"     cla"
1348;1991;0;19,10;67,00;170;1;0;0;0;3;0;1;"     sci"
1349;1991;0;20,40;78,00;176;0;0;0;1;5;0;0;"     alt"
1350;1991;0;24,50;80,00;178;0;0;1;0;5;0;1;"     tec"
1351;1991;0;20,30;74,00;178;1;0;0;0;4;0;1;"     sci"
1352;1991;0;19,50;63,00;170;0;0;1;0;4;1;0;"     tec"
1353;1991;0;25,30;63,00;168;0;0;1;0;5;0;0;"     tec"
1354;1991;0;35,50;95,00;175;0;0;1;0;4;0;0;"     tec"
1355;1991;0;22,40;80,00;172;1;0;0;0;5;0;0;"     sci"
1356;1991;0;20,70;81,00;180;0;0;1;0;4;1;0;"     tec"
1357;1991;0;31,20;89,00;170;0;0;1;0;3;1;1;"     tec"
1358;1991;0;20,30;65,00;166;0;0;1;0;6;1;1;"     tec"
1359;1991;0;21,60;63,00;171;1;0;0;0;3;0;0;"     sci"
1360;1991;0;23,50;75,00;178;0;0;1;0;4;0;0;"     tec"
1361;1991;0;23,20;72,00;180;0;1;0;0;5;1;0;"     cla"
1362;1991;0;20,70;70,00;179;0;0;1;0;6;0;0;"     tec"
1363;1991;0;21,70;75,00;178;1;0;0;0;4;0;0;"     sci"
1364;1991;0;20,50;63,50;177;1;0;0;0;4;1;0;"     sci"
1365;1991;0;26,80;71,00;176;0;0;1;0;4;1;1;"     tec"
1366;1991;0;19,20;74,00;181;0;0;1;0;5;1;0;"     tec"
1367;1991;0;41,80;76,00;170;0;0;1;0;3;0;0;"     tec"
1368;1991;0;21,40;58,00;165;1;0;0;0;4;1;0;"     sci"
1369;1991;0;39,70;70,00;168;0;0;1;0;3;0;1;"     tec"
1370;1991;0;24,30;75,00;182;0;1;0;0;3;0;0;"     cla"
1371;1991;0;20,10;65,00;171;0;1;0;0;5;0;0;"     cla"
1372;1991;0;38,80;62,00;172;1;0;0;0;5;0;0;"     sci"
1373;1991;0;19,20;58,00;164;1;0;0;0;4;1;0;"     sci"
1374;1991;0;21,30;105,00;195;0;0;1;0;6;1;0;"     tec"
1375;1991;0;20,90;85,00;184;0;0;1;0;4;1;0;"     tec"
1376;1991;0;23,30;64,00;175;1;0;0;0;6;1;1;"     sci"
1377;1991;0;20,80;84,00;183;0;0;1;0;4;1;0;"     tec"
1378;1991;0;21,20;75,00;180;0;0;1;0;5;0;0;"     tec"
1379;1991;0;21,90;85,00;181;0;0;1;0;6;0;0;"     tec"
1380;1991;0;23,70;79,00;180;0;0;1;0;4;1;0;"     tec"
1381;1991;0;20,40;70,00;165;0;0;1;0;6;0;0;"     tec"
1382;1991;0;21,40;72,00;176;0;0;1;0;4;1;0;"     tec"
1383;1991;0;34,70;78,00;170;0;0;1;0;3;0;0;"     tec"
1384;1991;0;20,40;60,00;176;0;0;1;0;5;1;0;"     tec"
1385;1991;0;25,70;81,00;190;1;0;0;0;3;1;0;"     sci"
1386;1991;0;21,20;86,00;182;0;0;1;0;4;0;1;"     tec"
1387;1991;0;21,20;75,00;172;0;1;0;0;3;0;1;"     cla"
1388;1991;0;22,40;67,00;170;0;0;1;0;5;0;0;"     tec"
1389;1991;0;20,80;84,00;178;0;0;1;0;4;1;0;"     tec"
1390;1991;0;20,40;82,00;181;0;0;1;0;4;1;0;"     tec"
1391;1991;0;32,80;77,00;176;1;0;0;0;3;1;0;"     sci"
1392;1991;0;24,00;80,00;185;1;0;0;0;4;0;1;"     sci"
1393;1991;0;21,70;94,00;168;1;0;0;0;3;1;0;"     sci"
1394;1991;0;21,30;60,00;178;0;1;0;0;6;0;0;"     cla"
1395;1991;0;20,60;70,00;168;0;0;1;0;4;1;1;"     tec"
1396;1991;0;20,10;76,00;176;1;0;0;0;4;1;1;"     sci"
1397;1991;0;23,80;90,00;160;0;0;1;0;8;1;1;"     tec"
1398;1991;0;19,20;64,00;164;1;0;0;0;4;0;0;"     sci"
1399;1991;0;25,40;79,00;177;0;0;1;0;2;0;1;"     tec"
1400;1991;0;21,60;87,00;188;1;0;0;0;3;0;1;"     sci"
1401;1991;0;22,30;78,00;174;0;0;0;1;4;0;0;"     alt"
1402;1991;0;21,80;70,00;170;0;1;0;0;4;1;1;"     cla"
1403;1991;0;21,60;82,00;177;0;0;1;0;4;1;0;"     tec"
1404;1991;0;21,90;78,00;179;0;0;1;0;5;0;0;"     tec"
1405;1991;0;27,00;75,00;177;1;0;0;0;4;0;0;"     sci"
1406;1991;0;21,60;60,00;177;1;0;0;0;7;0;1;"     sci"
1407;1991;0;21,00;90,00;175;0;0;1;0;5;0;0;"     tec"
1408;1991;0;20,40;58,00;172;0;1;0;0;4;1;1;"     cla"
1409;1992;1;19,20;49,00;158;0;0;1;0;4;1;0;"     tec"
1410;1992;0;19,10;70,00;180;0;0;0;1;5;1;0;"     alt"
1411;1992;1;19,50;61,00;168;0;1;0;0;3;1;1;"     cla"
1412;1992;1;20,50;48,00;146;0;0;1;0;4;0;0;"     tec"
1413;1992;1;56,10;63,00;165;0;1;0;0;2;0;0;"     cla"
1414;1992;0;22,80;70,00;173;0;0;0;1;4;0;0;"     alt"
1415;1992;1;22,40;55,00;164;0;0;0;1;6;0;0;"     alt"
1416;1992;1;20,50;56,00;167;0;0;0;1;4;1;0;"     alt"
1417;1992;0;20,90;70,00;176;0;1;0;0;3;1;0;"     cla"
1418;1992;1;21,70;56,00;163;0;1;0;0;6;0;1;"     cla"
1419;1992;0;20,20;72,00;179;0;1;0;0;8;1;0;"     cla"
1420;1992;0;25,50;72,00;179;0;1;0;0;5;1;1;"     cla"
1421;1992;1;20,70;69,00;169;0;1;0;0;5;1;0;"     cla"
1422;1992;0;19,10;78,00;181;0;1;0;0;4;0;0;"     cla"
1423;1992;1;23,00;54,00;170;0;1;0;0;4;0;1;"     cla"
1424;1992;1;20,70;63,00;174;0;0;1;0;5;1;0;"     tec"
1425;1992;0;19,10;68,00;170;0;0;1;0;4;1;0;"     tec"
1426;1992;1;20,70;48,00;160;1;0;0;0;6;1;0;"     sci"
1427;1992;0;25,10;73,00;175;1;0;0;0;5;0;0;"     sci"
1428;1992;1;19,80;63,00;168;0;1;0;0;3;1;0;"     cla"
1429;1992;0;25,90;71,00;174;0;0;1;0;6;0;0;"     tec"
1430;1992;1;20,40;59,00;166;0;1;0;0;4;0;0;"     cla"
1431;1992;1;19,30;57,00;160;0;1;0;0;5;1;0;"     cla"
1432;1992;1;21,30;60,00;158;1;0;0;0;5;1;0;"     sci"
1433;1992;1;22,80;55,00;166;0;0;1;0;5;0;0;"     tec"
1434;1992;1;19,70;54,00;173;0;0;1;0;4;0;0;"     tec"
1435;1992;1;22,80;63,00;165;0;1;0;0;5;1;0;"     cla"
1436;1992;0;23,30;62,00;169;0;0;1;0;4;0;0;"     tec"
1437;1992;1;20,70;53,00;165;0;1;0;0;4;1;1;"     cla"
1438;1992;0;20,90;78,00;185;1;0;0;0;4;1;0;"     sci"
1439;1992;1;21,00;56,00;164;0;0;1;0;4;0;0;"     tec"
1440;1992;1;20,40;72,00;168;0;1;0;0;4;1;0;"     cla"
1441;1992;0;22,30;64,50;172;0;0;1;0;4;0;1;"     tec"
1442;1992;0;21,00;65,00;174;1;0;0;0;4;1;0;"     sci"
1443;1992;0;20,80;73,00;169;1;0;0;0;4;0;0;"     sci"
1444;1992;0;31,20;85,00;186;1;0;0;0;2;1;1;"     sci"
1445;1992;0;24,70;80,00;168;0;1;0;0;7;0;0;"     cla"
1446;1992;1;21,50;50,00;165;0;0;1;0;5;0;0;"     tec"
1447;1992;0;24,20;73,00;175;0;0;1;0;7;0;0;"     tec"
1448;1992;1;20,50;57,00;162;0;1;0;0;5;0;0;"     cla"
1449;1992;1;20,70;58,00;165;0;1;0;0;4;1;0;"     cla"
1450;1992;1;27,70;70,00;180;0;0;1;0;4;1;1;"     tec"
1451;1992;1;20,90;51,00;162;0;1;0;0;5;1;0;"     cla"
1452;1992;1;25,00;50,00;162;0;1;0;0;6;1;0;"     cla"
1453;1992;1;19,40;51,00;160;1;0;0;0;4;1;0;"     sci"
1454;1992;0;19,40;73,00;185;0;0;1;0;4;0;0;"     tec"
1455;1992;1;21,70;48,00;152;0;1;0;0;7;1;0;"     cla"
1456;1992;1;19,20;60,00;170;0;0;1;0;6;0;0;"     tec"
1457;1992;0;19,90;70,00;170;0;1;0;0;5;0;0;"     cla"
1458;1992;1;24,40;53,00;160;0;0;1;0;5;1;0;"     tec"
1459;1992;0;23,60;63,00;173;0;0;1;0;3;0;0;"     tec"
1460;1992;0;21,00;64,00;170;0;0;1;0;3;0;0;"     tec"
1461;1992;1;20,40;53,00;160;1;0;0;0;5;0;1;"     sci"
1462;1992;0;20,70;52,00;170;0;0;1;0;5;0;1;"     tec"
1463;1992;0;21,20;70,00;178;0;1;0;0;3;1;1;"     cla"
1464;1992;1;22,80;53,00;170;0;0;0;1;5;1;0;"     alt"
1465;1992;1;20,50;50,00;171;0;0;0;1;4;0;0;"     alt"
1466;1992;1;21,90;55,00;174;0;1;0;0;4;0;0;"     cla"
1467;1992;0;20,20;60,00;165;0;0;1;0;4;0;0;"     tec"
1468;1992;1;20,90;56,00;170;1;0;0;0;5;0;0;"     sci"
1469;1992;1;19,70;58,00;175;0;0;1;0;4;1;0;"     tec"
1470;1992;0;20,70;65,00;168;1;0;0;0;4;1;0;"     sci"
1471;1992;1;22,00;58,00;159;0;0;1;0;7;0;0;"     tec"
1472;1992;1;22,00;58,00;161;0;1;0;0;4;0;0;"     cla"
1473;1992;1;19,70;65,00;170;1;0;0;0;4;1;0;"     sci"
1474;1992;1;21,00;52,00;165;1;0;0;0;5;0;0;"     sci"
1475;1992;1;20,90;57,00;163;1;0;0;0;5;1;0;"     sci"
1476;1992;1;20,50;55,00;167;1;0;0;0;5;0;1;"     sci"
1477;1992;1;21,00;58,00;162;0;1;0;0;6;1;1;"     cla"
1478;1992;1;20,80;60,00;170;1;0;0;0;6;1;0;"     sci"
1479;1992;0;21,80;72,00;180;0;0;1;0;5;0;0;"     tec"
1480;1992;0;19,30;62,00;171;1;0;0;0;5;0;1;"     sci"
1481;1992;1;19,30;53,00;165;1;0;0;0;4;0;0;"     sci"
1482;1992;0;19,20;72,00;184;0;0;1;0;5;0;1;"     tec"
1483;1992;1;20,50;53,00;155;0;0;1;0;5;1;0;"     tec"
1484;1992;1;20,70;55,00;173;0;0;1;0;6;0;0;"     tec"
1485;1992;1;20,70;55,00;165;0;1;0;0;3;0;0;"     cla"
1486;1992;1;20,80;63,00;170;0;1;0;0;6;1;1;"     cla"
1487;1992;1;20,90;55,00;170;0;1;0;0;5;1;0;"     cla"
1488;1992;0;19,70;92,00;188;0;0;1;0;6;1;0;"     tec"
1489;1992;0;29,30;64,00;173;0;0;1;0;3;1;0;"     tec"
