"N";"AltInch";"PesoPounds"
17945;66,72;140,16
17946;68,50;127,13
17947;66,02;116,43
17948;65,83;133,10
17949;66,03;113,46
17950;70,46;121,13
17951;67,62;139,23
17952;67,34;139,72
17953;68,28;135,48
17954;66,68;131,97
17955;67,98;140,50
17956;68,07;129,62
17957;69,45;131,93
17958;69,86;153,05
17959;68,37;135,77
17960;68,62;141,19
17961;66,61;132,72
17962;70,06;145,67
17963;69,15;118,99
17964;68,98;141,88
17965;68,90;132,78
17966;68,21;120,94
17967;66,39;120,53
17968;66,83;120,85
17969;66,48;128,85
17970;67,74;124,76
17971;68,18;128,00
17972;69,87;113,35
17973;67,04;122,64
17974;67,27;102,44
17975;66,51;119,36
17976;68,91;131,23
17977;65,68;110,37
17978;72,45;133,00
17979;68,18;130,05
17980;69,14;149,42
17981;66,64;128,68
17982;69,28;141,12
17983;64,94;117,12
17984;67,63;129,05
17985;69,17;118,43
17986;68,17;119,78
17987;67,87;129,14
17988;66,08;116,29
17989;68,80;130,84
17990;67,47;124,72
17991;69,04;134,74
17992;65,53;135,99
17993;66,41;118,62
17994;70,97;143,06
17995;70,31;126,95
17996;68,63;123,41
17997;66,04;128,40
17998;68,97;141,93
17999;68,91;133,68
18000;67,87;107,11
18001;67,37;133,16
18002;66,31;118,46
18003;66,48;117,90
18004;69,23;132,46
18005;67,21;132,68
18006;68,50;134,12
18007;63,66;136,75
18008;66,32;110,64
18009;67,10;123,37
18010;70,02;132,81
18011;66,06;115,89
18012;68,59;106,33
18013;67,16;133,24
18014;68,15;126,24
18015;67,92;136,48
18016;68,24;131,25
18017;68,63;126,58
18018;67,30;119,96
18019;68,54;134,55
18020;68,53;133,62
18021;68,78;122,26
18022;69,70;135,19
18023;65,90;125,99
18024;70,37;129,91
18025;70,70;139,93
18026;67,22;114,19
18027;69,80;131,41
18028;67,97;115,07
18029;69,83;129,33
18030;69,33;127,49
18031;68,67;125,65
18032;69,58;131,15
18033;68,42;124,27
18034;67,69;113,96
18035;70,22;145,96
18036;70,04;139,67
18037;67,95;139,54
18038;68,31;121,77
18039;68,40;122,15
18040;66,44;133,44
18041;65,28;124,66
18042;68,09;128,04
18043;66,70;120,47
18044;65,41;117,53
18045;65,85;135,96
18046;70,74;149,28
18047;69,57;117,95
18048;68,94;128,49
18049;68,47;126,39
18050;71,04;152,06
18051;67,63;124,42
18052;65,52;134,89
18053;66,79;119,70
18054;67,76;141,05
18055;64,71;120,21
18056;66,01;109,75
18057;69,09;128,55
18058;69,55;117,39
18059;70,07;137,86
18060;67,86;126,47
18061;70,06;152,44
18062;68,80;115,48
18063;68,08;121,72
18064;69,52;136,23
18065;67,03;119,80
18066;65,28;103,49
18067;69,47;140,69
18068;66,37;118,59
18069;66,31;123,26
18070;71,26;139,13
18071;64,42;127,98
18072;67,46;129,39
18073;69,28;132,11
18074;69,92;121,16
18075;67,78;131,15
18076;64,45;111,91
18077;69,29;141,92
18078;67,70;118,32
18079;64,05;112,50
18080;65,87;107,31
18081;64,19;111,42
18082;67,50;124,72
18083;71,16;146,55
18084;68,71;109,96
18085;67,60;138,43
18086;67,17;117,96
18087;68,93;128,32
18088;71,93;145,15
18089;67,45;127,37
18090;68,49;127,21
18091;66,04;131,78
18092;69,16;135,44
18093;66,94;130,64
18094;71,99;149,84
18095;66,92;121,68
18096;68,41;120,95
18097;68,01;105,16
18098;70,20;139,49
18099;67,59;124,80
18100;71,51;129,18
18101;67,61;128,69
18102;68,63;128,61
18103;65,69;105,11
18104;70,04;137,08
18105;66,35;122,61
18106;67,49;139,70
18107;63,92;111,94
18108;67,44;120,01
18109;69,96;100,67
18110;68,80;121,00
18111;67,75;114,81
18112;69,70;126,86
18113;69,64;120,82
18114;69,39;130,65
18115;68,90;134,76
18116;66,30;103,36
18117;65,82;137,00
18118;66,62;122,64
18119;65,68;126,53
18120;70,30;143,44
18121;71,60;129,49
18122;70,64;125,31
18123;69,25;137,40
18124;67,11;134,95
18125;62,68;113,21
18126;69,29;136,55
18127;68,59;125,79
18128;70,21;126,22
18129;69,27;126,69
18130;67,47;133,39
18131;67,10;142,91
18132;68,97;136,84
18133;68,87;135,72
18134;62,51;124,78
18135;70,16;133,79
18136;70,11;129,04
18137;71,00;127,21
18138;68,83;126,48
18139;65,55;113,42
18140;69,18;114,70
18141;67,17;130,40
18142;67,96;116,21
18143;63,09;109,87
18144;67,81;125,68
18145;72,54;140,82
18146;68,38;114,96
18147;66,57;127,73
18148;72,07;137,62
18149;66,14;118,27
18150;68,70;113,51
18151;69,16;144,88
18152;69,46;112,47
18153;66,60;100,00
18154;65,79;117,38
18155;65,76;112,32
18156;67,22;132,78
18157;69,27;120,48
18158;68,47;128,76
18159;70,22;138,88
18160;66,46;125,11
18161;67,97;125,14
18162;68,80;120,30
18163;68,32;118,61
18164;69,47;126,18
18165;68,03;137,12
18166;69,48;139,86
18167;69,37;112,69
18168;69,23;121,23
18169;68,69;131,30
18170;71,45;139,90
18171;67,39;122,15
18172;68,53;134,39
18173;70,28;127,95
18174;67,65;110,99
18175;67,20;123,42
18176;66,31;106,91
18177;63,79;115,01
18178;69,65;132,14
18179;68,64;128,86
18180;67,35;122,24
18181;70,33;131,69
18182;67,34;118,49
18183;66,86;114,39
18184;69,52;127,18
18185;68,90;147,94
18186;70,01;142,41
18187;70,59;145,81
18188;68,57;141,32
18189;64,83;98,21
18190;65,52;120,30
18191;64,95;119,21
18192;66,30;124,03
18193;69,48;106,24
18194;69,49;132,45
18195;68,81;125,28
18196;69,25;136,28
18197;67,39;134,37
18198;70,86;127,62
18199;65,80;130,92
18200;64,61;130,32
18201;70,18;141,17
18202;65,12;145,21
18203;66,26;122,13
18204;67,64;135,00
18205;70,90;129,10
18206;68,94;140,38
18207;69,88;113,33
18208;67,53;138,21
18209;65,13;118,13
18210;68,75;126,36
18211;66,64;114,06
18212;65,97;120,88
18213;68,73;130,37
18214;65,67;131,35
18215;65,55;115,03
18216;67,69;127,22
18217;66,82;114,33
18218;68,46;131,20
18219;68,89;134,29
18220;65,08;115,39
18221;71,76;117,19
18222;69,88;124,62
18223;64,86;126,39
18224;70,09;141,59
18225;67,35;130,70
18226;68,02;144,46
18227;66,73;128,63
18228;65,62;127,34
18229;65,79;116,35
18230;70,61;129,35
18231;71,74;123,43
18232;67,49;131,07
18233;66,33;120,69
18234;67,92;134,53
18235;68,63;131,27
18236;67,10;113,85
18237;64,19;104,61
18238;70,73;125,75
18239;63,13;118,80
18240;69,24;129,87
18241;64,52;119,44
18242;66,36;126,27
18243;67,62;125,13
18244;67,45;123,23
18245;68,97;122,37
18246;66,40;126,29
18247;68,53;131,82
18248;65,28;111,53
18249;68,17;149,58
18250;68,97;120,17
18251;70,55;129,72
18252;68,91;121,28
18253;68,38;127,89
18254;70,31;114,63
18255;67,88;140,98
18256;67,42;98,99
18257;70,05;129,27
18258;70,19;145,65
18259;66,16;104,14
18260;66,37;128,72
18261;69,99;130,88
18262;68,99;146,43
18263;68,94;139,68
18264;64,99;123,33
18265;69,11;125,01
18266;67,93;116,08
18267;67,01;134,64
18268;65,32;141,60
18269;71,45;134,60
18270;68,01;124,42
18271;64,87;112,55
18272;68,14;119,47
18273;66,66;116,43
18274;68,66;123,56
18275;67,38;123,45
18276;68,49;120,99
18277;66,78;110,66
18278;69,22;115,89
18279;65,96;127,87
18280;66,35;121,45
18281;68,54;131,74
18282;66,11;102,67
18283;68,28;112,37
18284;67,43;121,43
18285;66,10;109,31
18286;68,51;127,18
18287;67,35;122,53
18288;65,67;132,45
18289;66,88;133,67
18290;65,12;121,46
18291;68,61;126,89
18292;66,13;113,52
18293;70,83;137,39
18294;68,90;145,74
18295;66,21;129,62
18296;68,06;133,45
18297;68,34;126,91
18298;68,80;137,99
18299;67,06;116,31
18300;66,06;111,40
18301;62,72;117,25
18302;71,20;125,03
18303;67,21;124,99
18304;65,65;111,00
18305;68,06;125,41
18306;70,10;139,22
18307;66,70;120,94
18308;67,71;131,89
18309;62,67;110,06
18310;65,29;106,22
18311;67,20;119,78
18312;67,29;144,43
18313;68,44;133,34
18314;70,78;146,33
18315;66,39;128,15
18316;67,24;112,40
18317;69,33;140,62
18318;65,37;118,43
18319;71,49;124,49
18320;70,83;133,33
18321;66,24;113,03
18322;65,25;113,62
18323;65,20;125,96
18324;69,10;126,47
18325;71,14;125,83
18326;66,79;128,99
18327;69,31;153,49
18328;64,90;132,35
18329;65,45;114,08
18330;69,28;119,70
18331;65,55;112,45
18332;69,72;137,57
18333;67,05;115,05
18334;70,02;133,17
18335;71,40;143,86
18336;65,19;126,47
18337;66,57;122,79
18338;69,39;134,26
18339;68,44;124,64
18340;72,74;122,67
18341;67,46;134,81
18342;72,08;148,55
18343;66,51;134,34
18344;68,49;137,70
18345;69,51;140,36
18346;72,67;160,67
18347;64,87;117,61
18348;66,81;131,55
18349;64,11;128,30
18350;70,18;127,46
18351;64,37;111,38
18352;67,80;128,67
18353;69,34;129,38
18354;65,40;132,26
18355;69,57;139,67
18356;66,21;113,71
18357;65,52;102,46
18358;66,81;136,65
18359;67,08;126,91
18360;66,42;133,51
18361;64,69;107,38
18362;67,27;124,33
18363;66,53;113,57
18364;68,78;132,69
18365;68,09;129,51
18366;65,65;108,22
18367;67,29;129,99
18368;70,47;141,20
18369;68,77;139,91
18370;67,31;134,28
18371;71,43;132,99
18372;69,27;137,98
18373;68,61;122,26
18374;70,38;144,59
18375;68,90;113,69
18376;69,95;137,61
18377;69,08;126,69
18378;68,58;127,64
18379;69,55;135,03
18380;67,87;131,50
18381;68,04;125,35
18382;69,61;130,68
18383;67,38;126,76
18384;70,06;133,72
18385;65,72;126,32
18386;68,66;120,66
18387;69,23;144,16
18388;67,60;127,60
18389;67,02;130,94
18390;68,52;130,14
18391;68,06;132,08
18392;69,89;121,04
18393;69,95;127,32
18394;71,36;126,48
18395;71,02;132,70
18396;67,45;124,94
18397;65,64;111,34
18398;70,54;118,21
18399;64,73;127,12
18400;68,39;126,21
18401;66,75;141,60
18402;70,36;143,42
18403;68,07;121,59
18404;70,95;154,50
18405;65,56;123,90
18406;69,43;106,36
18407;67,31;126,87
18408;70,92;133,06
18409;68,71;121,12
18410;66,50;132,74
18411;70,26;130,00
18412;67,16;111,14
18413;70,24;120,91
18414;69,63;131,79
18415;66,23;119,44
18416;69,83;125,98
18417;68,70;130,83
18418;69,63;139,14
18419;70,99;134,71
18420;70,68;149,31
18421;69,36;123,45
18422;68,13;116,96
18423;70,79;120,96
18424;66,18;97,99
18425;69,42;141,05
18426;69,01;117,62
18427;67,27;124,41
18428;68,88;143,93
18429;67,33;125,20
18430;68,66;142,64
18431;66,22;129,19
18432;68,76;122,47
18433;69,53;115,22
18434;71,49;142,58
18435;66,50;133,65
18436;67,81;123,10
18437;65,24;121,94
18438;66,01;100,45
18439;65,48;116,18
18440;68,16;125,73
18441;65,02;134,44
18442;66,88;130,01
18443;67,39;96,39
18444;65,66;109,24
18445;67,95;127,98
18446;63,62;110,85
18447;69,18;108,18
18448;66,55;105,71
18449;69,23;110,30
18450;69,26;117,98
18451;65,99;122,83
18452;71,73;125,33
18453;66,45;115,42
18454;66,39;136,12
18455;66,81;127,10
18456;67,89;124,97
18457;67,84;121,37
18458;69,36;134,77
18459;64,37;123,65
18460;72,89;138,81
18461;66,99;116,23
18462;71,71;134,36
18463;70,09;135,79
18464;68,57;144,20
18465;69,00;135,05
18466;69,20;120,83
18467;69,46;133,63
18468;70,79;130,49
18469;68,78;118,45
18470;67,93;135,47
18471;66,48;126,21
18472;65,27;101,37
18473;65,50;98,70
18474;67,43;115,57
18475;69,16;151,20
18476;67,83;115,39
18477;66,49;131,53
18478;68,69;116,85
18479;67,40;142,24
18480;68,69;128,51
18481;67,12;119,24
18482;69,57;125,22
18483;70,35;127,92
18484;71,02;136,20
18485;67,01;119,33
18486;71,66;140,03
18487;68,14;104,22
18488;69,90;145,76
18489;68,65;118,49
18490;67,86;110,34
18491;67,60;124,90
18492;68,42;143,23
18493;64,29;111,38
18494;70,25;130,93
18495;66,92;117,02
18496;68,13;112,27
18497;68,47;125,97
18498;70,70;130,06
18499;72,47;139,45
18500;66,60;121,37
18501;69,52;128,66
18502;69,51;138,86
18503;69,13;146,19
18504;66,80;128,29
18505;66,95;127,15
18506;65,57;132,85
18507;66,99;122,49
18508;68,06;141,56
18509;67,13;149,80
18510;68,78;140,38
18511;70,39;127,77
18512;67,16;112,13
18513;67,64;125,18
18514;68,62;131,55
18515;66,98;129,82
18516;71,15;143,77
18517;67,55;130,04
18518;68,20;131,98
18519;66,78;129,15
18520;64,70;117,95
18521;66,24;118,32
18522;67,50;111,27
18523;70,38;132,53
18524;66,28;138,85
18525;66,41;110,45
18526;67,91;120,59
18527;66,42;130,48
18528;70,51;144,90
18529;69,22;117,28
18530;67,99;122,54
18531;69,65;140,18
18532;72,16;136,17
18533;69,49;118,74
18534;64,38;113,81
18535;64,55;114,69
18536;68,23;112,80
18537;68,02;117,23
18538;66,43;95,71
18539;69,86;148,57
18540;66,96;111,82
18541;68,82;125,25
18542;66,90;129,65
18543;67,30;126,20
18544;67,52;123,90
18545;66,81;137,80
18546;65,82;120,19
18547;71,38;144,70
18548;65,35;115,59
18549;63,25;105,01
18550;65,59;122,51
18551;67,78;137,93
18552;68,61;118,22
18553;66,90;117,65
18554;70,02;139,57
18555;66,22;127,30
18556;67,74;142,39
18557;68,89;131,67
18558;69,12;133,25
18559;67,44;123,12
18560;67,65;120,31
18561;70,95;131,08
18562;71,92;154,18
18563;67,29;132,41
18564;63,95;124,36
18565;69,83;136,90
18566;68,37;114,53
18567;67,95;144,82
18568;66,57;123,96
18569;67,72;141,15
18570;63,92;106,68
18571;69,46;129,69
18572;68,83;131,46
18573;65,94;127,93
18574;65,75;127,43
18575;70,47;139,01
18576;64,98;115,50
18577;67,41;127,80
18578;68,38;122,22
18579;70,05;143,86
18580;67,06;100,17
18581;69,09;125,79
18582;65,96;110,98
18583;66,57;114,86
18584;67,29;125,78
18585;71,21;139,53
18586;68,14;125,37
18587;68,34;132,01
18588;65,93;132,19
18589;66,30;108,10
18590;67,08;110,25
18591;67,53;117,99
18592;68,02;115,71
18593;68,80;108,25
18594;67,85;124,15
18595;69,57;134,45
18596;65,34;102,28
18597;66,65;100,29
18598;70,67;141,63
18599;70,13;136,68
18600;67,42;114,63
18601;69,47;114,76
18602;67,62;135,95
18603;67,18;131,49
18604;64,45;125,69
18605;68,95;122,04
18606;67,64;129,17
18607;64,83;112,85
18608;69,27;129,56
18609;66,83;117,50
18610;72,23;151,50
18611;65,01;95,82
18612;68,34;126,71
18613;66,62;130,10
18614;67,08;133,73
18615;69,05;128,06
18616;68,23;133,84
18617;68,37;135,17
18618;67,03;138,56
18619;70,80;132,89
18620;66,73;141,78
18621;65,72;108,21
18622;66,41;111,54
18623;67,57;134,08
18624;69,56;129,16
18625;67,62;121,14
18626;65,16;122,07
18627;67,20;130,31
18628;69,59;127,59
18629;64,89;112,63
18630;68,35;126,50
18631;65,82;124,37
18632;66,18;126,26
18633;70,32;129,94
18634;64,06;116,57
18635;67,17;112,18
18636;64,92;130,15
18637;67,43;133,57
18638;68,82;118,80
18639;69,06;119,79
18640;69,72;129,47
18641;66,43;124,02
18642;67,83;129,67
18643;65,52;119,55
18644;69,47;149,95
18645;65,88;120,11
18646;70,92;140,44
18647;63,47;100,77
18648;65,04;136,96
18649;67,16;130,30
18650;69,37;106,58
18651;69,74;130,62
18652;68,68;135,88
18653;67,24;117,17
18654;65,07;105,72
18655;67,29;124,55
18656;69,81;127,05
18657;70,51;121,05
18658;66,62;131,16
18659;66,89;121,19
18660;67,80;105,20
18661;67,97;130,56
18662;67,01;118,60
18663;64,61;120,30
18664;66,19;108,75
18665;68,07;123,34
18666;67,97;111,89
18667;64,15;128,64
18668;69,75;120,51
18669;64,32;104,51
18670;69,32;128,15
18671;71,47;152,88
18672;64,42;107,88
18673;68,04;139,86
18674;68,41;124,35
18675;69,90;133,75
18676;68,02;134,49
18677;71,97;152,64
18678;67,06;114,37
18679;67,47;143,93
18680;65,75;123,95
18681;69,11;117,65
18682;69,61;128,42
18683;64,42;93,48
18684;68,86;124,35
18685;71,35;149,70
18686;65,26;109,69
18687;67,07;116,90
18688;67,17;131,34
18689;65,73;94,24
18690;68,68;133,45
18691;69,10;105,34
18692;68,04;120,03
18693;69,40;128,49
18694;71,15;154,02
18695;67,57;124,04
18696;66,19;113,86
18697;67,87;147,54
18698;65,36;139,19
18699;69,80;155,62
18700;66,64;119,51
18701;68,84;128,61
18702;69,83;135,59
18703;65,32;119,57
18704;64,73;130,59
18705;63,47;100,23
18706;69,27;144,92
18707;68,85;130,51
18708;66,69;106,05
18709;64,29;124,45
18710;66,35;128,48
18711;69,72;122,66
18712;66,76;121,01
18713;68,47;136,97
18714;71,66;157,20
18715;70,31;134,27
18716;67,27;125,21
18717;69,53;153,21
18718;72,77;152,25
18719;69,75;131,98
18720;69,31;113,88
18721;67,59;113,75
18722;68,80;126,47
18723;66,10;105,46
18724;66,65;116,93
18725;69,55;155,52
18726;70,22;145,73
18727;68,77;129,62
18728;69,14;141,31
18729;65,67;115,63
18730;68,16;107,97
18731;67,61;123,86
18732;70,24;125,28
18733;69,19;141,77
18734;68,81;131,71
18735;66,33;114,65
18736;67,42;139,78
18737;67,57;122,41
18738;64,35;132,72
18739;68,57;134,56
18740;67,05;117,46
18741;68,09;124,30
18742;71,57;117,41
18743;70,06;149,83
18744;65,68;124,51
18745;66,07;112,17
18746;67,57;104,54
18747;67,15;122,40
18748;69,04;132,61
18749;69,20;145,56
18750;69,71;128,86
18751;65,29;113,41
18752;63,64;120,74
18753;67,44;121,60
18754;67,26;155,47
18755;69,67;150,71
18756;69,49;128,32
18757;69,39;132,94
18758;69,61;128,14
18759;66,95;125,87
18760;65,10;101,07
18761;70,60;133,23
18762;69,80;132,72
18763;64,08;119,21
18764;71,74;132,25
18765;69,86;138,92
18766;70,57;121,23
18767;69,38;107,08
18768;73,40;129,81
18769;67,11;121,45
18770;66,20;120,78
18771;68,55;121,61
18772;66,19;112,16
18773;69,96;142,06
18774;69,29;129,38
18775;67,85;114,44
18776;67,96;141,61
18777;68,55;123,87
18778;68,75;123,91
18779;66,55;134,42
18780;70,59;130,27
18781;67,02;119,90
18782;67,41;116,16
18783;69,19;117,12
18784;70,80;144,20
18785;67,60;110,25
18786;69,04;124,07
18787;66,42;134,02
18788;67,11;107,65
18789;66,28;104,27
18790;70,27;139,03
18791;67,69;129,65
18792;66,85;143,79
18793;67,61;140,80
18794;70,14;137,24
18795;71,05;116,94
18796;63,38;128,99
18797;71,79;132,89
18798;64,87;108,45
18799;66,64;124,37
18800;66,66;122,74
18801;67,36;132,18
18802;67,78;141,93
18803;67,65;122,09
18804;67,99;120,71
18805;67,20;131,02
18806;67,66;111,11
18807;70,78;124,23
18808;65,60;113,62
18809;68,78;141,78
18810;69,97;154,41
18811;72,88;139,07
18812;68,47;134,97
18813;66,79;136,33
18814;67,30;136,44
18815;69,29;137,91
18816;68,29;140,82
18817;69,01;125,70
18818;67,85;123,16
18819;66,52;119,87
18820;70,28;135,58
18821;67,77;138,11
18822;67,25;117,26
18823;67,54;121,04
18824;70,06;149,23
18825;69,45;134,17
18826;67,63;116,59
18827;68,97;118,59
18828;66,28;129,93
18829;69,75;104,68
18830;69,41;127,98
18831;71,06;152,12
18832;68,33;139,44
18833;67,11;132,46
18834;67,48;107,16
18835;65,88;120,30
18836;65,82;102,36
18837;69,15;129,29
18838;67,73;132,07
18839;68,31;133,16
18840;65,14;117,88
18841;66,25;120,44
18842;67,28;113,31
18843;71,26;129,57
18844;67,25;122,37
18845;66,43;121,43
18846;66,84;107,94
18847;69,75;140,91
18848;69,06;133,61
18849;69,65;130,25
18850;68,93;125,30
18851;67,15;108,84
18852;69,39;130,76
18853;68,34;135,86
18854;70,51;135,00
18855;69,48;123,70
18856;66,90;100,14
18857;68,13;121,59
18858;71,29;138,12
18859;70,21;118,86
18860;68,53;148,64
18861;68,98;118,16
18862;67,24;133,13
18863;68,87;123,42
18864;70,11;135,66
18865;69,76;132,26
18866;69,32;117,54
18867;68,85;112,72
18868;67,51;123,82
18869;67,67;132,83
18870;68,30;140,47
18871;67,81;126,13
18872;65,17;110,86
18873;67,21;131,62
18874;65,70;127,06
18875;66,62;135,27
18876;70,03;148,76
18877;69,57;139,15
18878;69,06;138,54
18879;67,49;106,22
18880;64,48;95,66
18881;67,33;128,56
18882;65,73;141,93
18883;66,24;139,38
18884;69,54;136,73
18885;70,91;139,33
18886;67,45;123,34
18887;66,81;131,44
18888;66,07;128,24
18889;65,48;122,11
18890;67,97;115,87
18891;68,17;128,11
18892;68,75;128,52
18893;70,42;138,60
18894;67,84;122,67
18895;69,84;128,95
18896;68,19;125,82
18897;68,52;126,46
18898;64,93;123,54
18899;66,92;133,69
18900;69,75;126,13
18901;69,86;124,48
18902;66,24;131,60
18903;66,32;135,37
18904;72,84;142,17
18905;67,39;131,44
18906;65,01;115,08
18907;70,59;143,00
18908;70,17;146,32
18909;67,45;136,35
18910;67,26;123,55
18911;69,81;132,11
18912;66,24;130,47
18913;69,63;150,52
18914;67,56;138,55
18915;69,21;131,52
18916;70,23;133,61
18917;68,74;140,92
18918;70,20;126,76
18919;68,20;131,42
18920;69,01;143,39
18921;67,66;128,98
18922;64,07;138,83
18923;66,59;125,30
18924;64,21;109,52
18925;67,32;111,90
18926;68,26;124,34
18927;69,10;142,19
18928;67,26;109,92
18929;67,56;117,22
18930;67,70;119,88
18931;68,91;119,67
18932;66,75;111,12
18933;63,60;113,61
18934;67,95;132,04
18935;70,12;136,86
18936;68,52;122,08
18937;68,27;126,93
18938;68,03;132,21
18939;63,71;112,90
18940;63,27;123,38
18941;67,44;144,56
18942;70,93;124,13
18943;64,95;124,19
18944;67,82;134,44
18945;65,67;117,38
18946;67,85;106,23
18947;68,64;126,25
18948;67,15;144,67
18949;68,15;128,64
18950;66,76;120,56
18951;66,15;124,48
18952;70,03;135,57
18953;63,62;123,36
18954;67,99;127,89
18955;63,86;101,11
18956;69,94;133,80
18957;68,33;134,20
18958;67,69;127,59
18959;67,13;115,76
18960;68,76;114,53
18961;65,59;123,12
18962;66,31;100,58
18963;69,44;141,20
18964;69,37;132,80
18965;68,42;128,67
18966;64,69;125,60
18967;69,72;98,13
18968;68,41;133,71
18969;65,35;116,97
18970;67,12;130,96
18971;66,92;127,32
18972;69,29;138,24
18973;69,09;131,64
18974;67,94;128,81
18975;69,76;147,96
18976;68,06;124,67
18977;67,49;148,74
18978;67,11;113,37
18979;65,08;111,55
18980;67,85;131,63
18981;66,25;112,17
18982;70,04;139,37
18983;71,20;134,44
18984;69,74;137,79
18985;71,44;136,60
18986;69,94;141,49
18987;66,87;119,16
18988;69,21;128,42
18989;66,74;127,98
18990;69,61;138,63
18991;70,88;107,67
18992;65,62;132,33
18993;65,47;108,91
18994;66,58;121,94
18995;67,40;120,10
18996;66,54;100,26
18997;68,20;132,02
18998;68,33;129,17
18999;66,84;110,51
19000;67,14;105,91
19001;68,95;130,31
19002;67,45;135,26
19003;69,73;139,17
19004;69,82;128,92
19005;69,66;118,62
19006;74,01;124,23
19007;64,87;127,11
19008;68,45;125,30
19009;69,20;138,43
19010;68,72;128,84
19011;67,51;110,69
19012;69,23;146,76
19013;69,58;122,70
19014;67,13;123,96
19015;68,74;138,47
19016;65,03;103,06
19017;67,11;135,75
19018;67,28;105,82
19019;65,52;114,01
19020;68,46;126,00
19021;68,29;125,63
19022;67,42;118,74
19023;67,66;142,44
19024;71,81;146,91
19025;68,71;128,95
19026;66,58;122,42
19027;69,37;120,99
19028;68,44;135,69
19029;64,71;122,54
19030;68,52;125,34
19031;69,35;134,08
19032;69,20;117,44
19033;67,00;120,86
19034;66,89;112,98
19035;68,35;135,82
19036;67,33;118,49
19037;69,82;138,68
19038;67,09;128,05
19039;68,54;129,62
19040;71,22;128,83
19041;68,53;130,15
19042;69,84;134,74
19043;69,37;153,34
19044;70,73;138,62
19045;68,82;133,93
19046;70,17;126,22
19047;67,29;143,42
19048;70,27;133,50
19049;67,91;133,87
19050;69,54;134,96
19051;68,06;124,16
19052;70,52;123,93
19053;70,17;135,64
19054;68,48;132,73
19055;66,52;100,38
19056;70,22;141,59
19057;64,80;110,93
19058;65,99;114,08
19059;70,21;135,36
19060;64,63;127,27
19061;69,50;143,54
19062;67,94;137,27
19063;68,60;128,74
19064;69,74;130,95
19065;70,29;135,60
19066;70,17;150,86
19067;68,32;127,87
19068;67,90;123,33
19069;66,83;123,65
19070;70,27;133,24
19071;67,19;127,57
19072;67,92;111,39
19073;69,57;130,26
19074;64,91;141,27
19075;67,24;107,93
19076;66,73;128,60
19077;66,10;124,08
19078;66,89;124,20
19079;69,97;116,41
19080;70,44;139,38
19081;70,11;150,76
19082;65,99;134,84
19083;69,95;144,16
19084;69,63;130,09
19085;65,33;121,28
19086;64,66;121,70
19087;67,60;133,83
19088;65,23;127,37
19089;68,93;127,69
19090;66,24;130,94
19091;67,52;118,54
19092;68,98;114,90
19093;68,84;115,51
19094;66,88;109,62
19095;67,11;128,43
19096;71,00;133,46
19097;69,99;132,48
19098;67,65;132,33
19099;66,61;121,75
19100;66,12;115,82
19101;68,05;142,07
19102;67,73;142,61
19103;66,93;120,29
19104;70,17;130,96
19105;66,34;138,29
19106;67,05;121,29
19107;71,31;138,95
19108;67,63;121,29
19109;72,35;119,50
19110;67,54;142,13
19111;70,48;129,90
19112;68,43;128,82
19113;64,68;108,76
19114;68,47;134,22
19115;66,57;124,50
19116;67,29;129,17
19117;67,20;121,17
19118;67,02;131,16
19119;66,46;119,67
19120;71,67;139,32
19121;68,55;143,90
19122;68,65;120,30
19123;66,83;103,45
19124;70,04;132,84
19125;65,59;134,77
19126;67,10;135,38
19127;67,77;111,10
19128;68,32;115,48
19129;68,48;123,72
19130;67,03;116,30
19131;66,92;147,32
19132;67,87;116,44
19133;67,28;130,61
19134;66,50;130,95
19135;68,32;133,21
19136;70,36;144,22
19137;65,14;131,35
19138;68,01;133,82
19139;68,59;122,43
19140;69,04;130,88
19141;66,88;124,15
19142;67,38;139,79
19143;68,35;123,31
19144;68,15;119,56
19145;69,75;142,19
19146;65,42;119,94
19147;67,87;125,74
19148;69,75;129,06
19149;65,78;116,96
19150;67,91;120,15
19151;71,07;143,00
19152;66,99;122,34
19153;67,22;120,15
19154;70,72;157,38
19155;64,74;108,56
19156;69,53;135,22
19157;69,09;120,90
19158;67,70;132,67
19159;68,81;124,63
19160;68,74;125,28
19161;66,57;121,69
19162;67,19;127,41
19163;67,24;123,23
19164;67,80;124,42
19165;71,97;138,25
19166;69,89;143,76
19167;64,42;112,29
19168;67,95;137,11
19169;65,51;133,99
19170;65,50;98,01
19171;64,52;113,27
19172;69,08;130,96
19173;72,04;141,83
19174;65,09;108,82
19175;66,52;126,24
19176;65,71;125,29
19177;67,75;133,73
19178;65,18;110,50
19179;67,74;132,50
19180;69,32;124,92
19181;70,23;134,81
19182;67,37;118,27
19183;69,67;119,39
19184;65,88;107,46
19185;67,85;133,44
19186;66,95;120,30
19187;68,83;124,49
19188;68,49;132,54
19189;68,73;122,39
19190;65,22;127,14
19191;71,98;144,76
19192;68,68;134,04
19193;67,12;118,60
19194;67,01;105,06
19195;66,45;133,03
19196;67,28;134,14
19197;70,71;120,96
19198;67,63;114,14
19199;61,82;100,93
19200;66,81;123,13
19201;66,55;115,12
19202;69,87;132,96
19203;68,88;133,47
19204;63,86;88,16
19205;67,47;134,80
19206;69,36;136,26
19207;67,66;124,39
19208;64,09;112,01
19209;70,11;140,89
19210;68,21;120,12
19211;68,31;140,45
19212;66,31;138,41
19213;65,14;117,86
19214;68,93;152,84
19215;68,30;128,97
